Date,Open,High,Low,Close*,Adj Close**,Volume,3day_before_change
"Feb 12, 2020",87.18,87.41,84.24,87.33,87.33,"1,624,000",1.0404207540479848
"Feb 11, 2020",84.86,85.98,84.26,85.33,85.33,"1,125,400",-
"Feb 10, 2020",82.95,85.08,82.87,84.61,84.61,"1,839,500",-
"Feb 07, 2020",81.44,84.04,80.89,83.16,83.16,"1,517,400",1.0174362674362674
"Feb 06, 2020",80.70,82.00,80.59,81.44,81.44,"825,400",1.013899049012436
"Feb 05, 2020",82.91,83.30,79.93,80.74,80.74,"1,584,700",1.010045888627062
"Feb 04, 2020",81.46,83.20,80.46,82.02,82.02,"2,372,400",-
"Feb 03, 2020",79.10,80.74,79.04,80.63,80.63,"1,735,100",-
"Jan 31, 2020",78.83,80.26,77.16,78.51,78.51,"2,502,800",1.027002929563113
"Jan 30, 2020",76.70,79.26,76.27,79.11,79.11,"2,672,800",1.0477779260643267
"Jan 29, 2020",75.30,77.77,74.93,76.92,76.92,"2,615,800",1.0871238147588291
"Jan 28, 2020",73.06,75.20,72.78,74.93,74.93,"1,169,400",-
"Jan 27, 2020",72.41,73.29,70.55,72.77,72.77,"1,584,300",-
"Jan 24, 2020",74.72,75.98,73.09,74.18,74.18,"1,399,500",0.9809921811809111
"Jan 23, 2020",74.61,74.74,73.15,74.33,74.33,"1,823,900",1.0143579926158897
"Jan 22, 2020",73.70,75.19,73.70,74.40,74.40,"1,799,100",-
"Jan 21, 2020",72.35,74.83,72.04,73.13,73.13,"1,935,900",-
"Jan 17, 2020",73.43,73.71,72.26,72.53,72.53,"1,958,300",-
"Jan 16, 2020",73.20,74.09,72.63,73.08,73.08,"1,148,200",0.9962912087912088
"Jan 15, 2020",73.00,75.14,72.72,73.03,73.03,"1,528,500",0.9855697909642616
"Jan 14, 2020",73.96,74.36,71.68,72.80,72.80,"2,158,300",-
"Jan 13, 2020",73.69,74.83,72.81,74.15,74.15,"1,617,100",-
"Jan 10, 2020",75.55,75.85,74.36,74.83,74.83,"2,317,300",0.9909127355338769
"Jan 09, 2020",76.49,77.01,75.53,75.80,75.80,"1,849,700",0.9945507708665604
"Jan 08, 2020",75.13,76.90,74.81,76.27,76.27,"3,421,300",1.0054383870539858
"Jan 07, 2020",75.67,75.67,74.01,75.24,75.24,"2,289,200",-
"Jan 06, 2020",74.38,75.46,73.72,75.39,75.39,"2,271,300",-
"Jan 03, 2020",74.87,75.81,73.68,75.56,75.56,"1,255,500",0.9977501323451562
"Jan 02, 2020",74.31,76.83,74.11,75.90,75.90,"2,043,300",1.0195655107272974
"Dec 31, 2019",73.67,74.29,73.14,74.11,74.11,"799,600",1.0291525423728813
"Dec 30, 2019",74.13,74.50,72.20,73.75,73.75,"1,266,000",-
"Dec 27, 2019",74.94,74.98,73.55,74.39,74.39,"924,500",0.9913966931039118
"Dec 26, 2019",73.80,75.02,73.50,74.44,74.44,"1,011,600",1.0093622795115331
"Dec 24, 2019",73.20,73.87,72.86,73.70,73.70,"361,800",1.0148602590320381
"Dec 23, 2019",74.01,74.40,73.16,73.35,73.35,"995,400",-
"Dec 20, 2019",74.21,74.25,73.06,74.18,74.18,"1,641,000",0.9888110002696143
"Dec 19, 2019",73.41,74.45,73.17,73.38,73.38,"999,100",1.0074697813391282
"Dec 18, 2019",73.35,75.06,73.08,73.55,73.55,"1,401,700",0.996469310157523
"Dec 17, 2019",73.64,73.97,72.71,73.63,73.63,"1,930,700",-
"Dec 16, 2019",74.09,74.83,73.23,73.64,73.64,"1,407,400",-
